0/500000, loss = 107.877, regloss = 1.07877, valid_loss = 106.147, time = 4.560, learning_rate=0.0001000000
3860/500000, loss = -88.961, regloss = -108.33449, valid_loss = -99.423, time = 1.108, learning_rate=0.0001000000
3880/500000, loss = -102.015, regloss = -108.05554, valid_loss = -97.155, time = 1.112, learning_rate=0.0001000000
3900/500000, loss = -115.758, regloss = -108.05421, valid_loss = -103.551, time = 1.117, learning_rate=0.0001000000
3920/500000, loss = -118.754, regloss = -108.96202, valid_loss = -111.076, time = 1.112, learning_rate=0.0001000000
3940/500000, loss = -107.180, regloss = -109.19055, valid_loss = -114.987, time = 1.102, learning_rate=0.0001000000
3960/500000, loss = -106.737, regloss = -109.02818, valid_loss = -111.117, time = 1.116, learning_rate=0.0001000000
3980/500000, loss = -101.908, regloss = -108.31928, valid_loss = -107.236, time = 1.102, learning_rate=0.0001000000
4000/500000, loss = -114.570, regloss = -108.77670, valid_loss = -112.277, time = 1.127, learning_rate=0.0001000000
4020/500000, loss = -104.021, regloss = -109.31316, valid_loss = -101.045, time = 1.113, learning_rate=0.0001000000
4040/500000, loss = -106.572, regloss = -109.41813, valid_loss = -116.554, time = 1.101, learning_rate=0.0001000000
4060/500000, loss = -110.029, regloss = -109.55292, valid_loss = -107.006, time = 1.124, learning_rate=0.0001000000
4080/500000, loss = -119.830, regloss = -110.14700, valid_loss = -107.243, time = 1.088, learning_rate=0.0001000000
4100/500000, loss = -111.051, regloss = -110.06435, valid_loss = -110.079, time = 1.108, learning_rate=0.0001000000
4120/500000, loss = -115.541, regloss = -110.23428, valid_loss = -103.425, time = 1.090, learning_rate=0.0001000000
4140/500000, loss = -108.685, regloss = -110.56094, valid_loss = -111.375, time = 1.110, learning_rate=0.0001000000
4160/500000, loss = -112.260, regloss = -110.97982, valid_loss = -115.771, time = 1.106, learning_rate=0.0001000000
4180/500000, loss = -105.731, regloss = -111.63543, valid_loss = -112.305, time = 1.113, learning_rate=0.0001000000
4200/500000, loss = -119.503, regloss = -111.85339, valid_loss = -99.828, time = 1.109, learning_rate=0.0001000000
4220/500000, loss = -112.734, regloss = -111.53014, valid_loss = -110.064, time = 1.102, learning_rate=0.0001000000
4240/500000, loss = -115.869, regloss = -111.70588, valid_loss = -115.682, time = 1.120, learning_rate=0.0001000000
4260/500000, loss = -116.425, regloss = -112.16971, valid_loss = -118.749, time = 1.115, learning_rate=0.0001000000
4280/500000, loss = -105.019, regloss = -112.57233, valid_loss = -109.745, time = 1.122, learning_rate=0.0001000000
4300/500000, loss = -106.959, regloss = -112.54244, valid_loss = -108.448, time = 1.088, learning_rate=0.0001000000
4320/500000, loss = -119.226, regloss = -112.52167, valid_loss = -105.789, time = 1.125, learning_rate=0.0001000000
4340/500000, loss = -105.184, regloss = -111.75419, valid_loss = -115.424, time = 1.087, learning_rate=0.0001000000
4360/500000, loss = -90.456, regloss = -109.97248, valid_loss = -96.363, time = 1.104, learning_rate=0.0001000000
4380/500000, loss = -101.817, regloss = -107.38861, valid_loss = -107.079, time = 1.100, learning_rate=0.0001000000
4400/500000, loss = -114.329, regloss = -107.61290, valid_loss = -113.534, time = 1.100, learning_rate=0.0001000000
4420/500000, loss = -92.613, regloss = -109.00907, valid_loss = -98.252, time = 1.102, learning_rate=0.0001000000
4440/500000, loss = -118.558, regloss = -109.51188, valid_loss = -114.004, time = 1.132, learning_rate=0.0001000000
4460/500000, loss = -108.706, regloss = -110.51941, valid_loss = -110.673, time = 1.098, learning_rate=0.0001000000
4480/500000, loss = -118.204, regloss = -111.47249, valid_loss = -121.467, time = 1.113, learning_rate=0.0001000000
4500/500000, loss = -121.656, regloss = -112.02979, valid_loss = -108.650, time = 1.110, learning_rate=0.0001000000
4520/500000, loss = -112.343, regloss = -112.67736, valid_loss = -118.005, time = 1.117, learning_rate=0.0001000000
4540/500000, loss = -110.626, regloss = -113.13734, valid_loss = -115.530, time = 1.090, learning_rate=0.0001000000
4560/500000, loss = -118.539, regloss = -113.45151, valid_loss = -119.244, time = 1.124, learning_rate=0.0001000000
4580/500000, loss = -118.991, regloss = -112.40161, valid_loss = -105.162, time = 1.110, learning_rate=0.0001000000
4600/500000, loss = -113.852, regloss = -112.04391, valid_loss = -114.767, time = 1.110, learning_rate=0.0001000000
4620/500000, loss = -119.570, regloss = -112.93491, valid_loss = -115.588, time = 1.129, learning_rate=0.0001000000
4640/500000, loss = -103.233, regloss = -110.81600, valid_loss = -97.587, time = 1.105, learning_rate=0.0001000000
4660/500000, loss = -83.190, regloss = -107.42182, valid_loss = -94.194, time = 1.108, learning_rate=0.0001000000
4680/500000, loss = -98.529, regloss = -104.77605, valid_loss = -102.536, time = 1.106, learning_rate=0.0001000000
4700/500000, loss = -101.679, regloss = -104.26342, valid_loss = -105.546, time = 1.081, learning_rate=0.0001000000
4720/500000, loss = -91.142, regloss = -104.67804, valid_loss = -98.722, time = 1.091, learning_rate=0.0001000000
4740/500000, loss = -104.558, regloss = -105.37299, valid_loss = -113.918, time = 1.090, learning_rate=0.0001000000
4760/500000, loss = -109.035, regloss = -106.53839, valid_loss = -111.540, time = 1.100, learning_rate=0.0001000000
4780/500000, loss = -115.279, regloss = -107.56976, valid_loss = -113.845, time = 1.099, learning_rate=0.0001000000
4800/500000, loss = -110.717, regloss = -108.37688, valid_loss = -112.893, time = 1.131, learning_rate=0.0001000000
4820/500000, loss = -119.148, regloss = -109.35255, valid_loss = -113.595, time = 1.113, learning_rate=0.0001000000
4840/500000, loss = -116.649, regloss = -109.63818, valid_loss = -114.088, time = 1.099, learning_rate=0.0001000000
4860/500000, loss = -116.083, regloss = -110.95804, valid_loss = -114.607, time = 1.080, learning_rate=0.0001000000
4880/500000, loss = -120.466, regloss = -111.95335, valid_loss = -113.027, time = 1.101, learning_rate=0.0001000000
4900/500000, loss = -114.325, regloss = -112.16308, valid_loss = -112.570, time = 1.104, learning_rate=0.0001000000
4920/500000, loss = -116.429, regloss = -113.31916, valid_loss = -123.054, time = 1.090, learning_rate=0.0001000000
4940/500000, loss = -130.180, regloss = -114.81113, valid_loss = -69.877, time = 1.090, learning_rate=0.0001000000
4960/500000, loss = -116.156, regloss = -113.07911, valid_loss = -114.367, time = 1.099, learning_rate=0.0001000000
4980/500000, loss = -120.425, regloss = -113.57377, valid_loss = -113.624, time = 1.110, learning_rate=0.0001000000
5000/500000, loss = -121.626, regloss = -114.31082, valid_loss = -118.750, time = 1.103, learning_rate=0.0001000000
5020/500000, loss = -118.983, regloss = -114.86826, valid_loss = -122.578, time = 1.088, learning_rate=0.0001000000
5040/500000, loss = -107.988, regloss = -115.51056, valid_loss = -103.374, time = 1.110, learning_rate=0.0001000000
5060/500000, loss = -110.252, regloss = -114.61871, valid_loss = -114.284, time = 1.104, learning_rate=0.0001000000
5080/500000, loss = -98.313, regloss = -113.96658, valid_loss = -97.307, time = 1.096, learning_rate=0.0001000000
5100/500000, loss = -102.415, regloss = -110.65173, valid_loss = -103.003, time = 1.105, learning_rate=0.0001000000
5120/500000, loss = -111.841, regloss = -109.73787, valid_loss = -113.404, time = 1.106, learning_rate=0.0001000000
5140/500000, loss = -113.668, regloss = -110.48476, valid_loss = -118.748, time = 1.091, learning_rate=0.0001000000
5160/500000, loss = -122.978, regloss = -111.27489, valid_loss = -111.090, time = 1.105, learning_rate=0.0001000000
5180/500000, loss = -112.726, regloss = -112.12424, valid_loss = -109.894, time = 1.092, learning_rate=0.0001000000
5200/500000, loss = -118.961, regloss = -112.96948, valid_loss = -114.029, time = 1.097, learning_rate=0.0001000000
5220/500000, loss = -127.203, regloss = -114.22164, valid_loss = -115.877, time = 1.113, learning_rate=0.0001000000
5240/500000, loss = -119.724, regloss = -114.16484, valid_loss = -121.157, time = 1.114, learning_rate=0.0001000000
5260/500000, loss = -106.219, regloss = -113.36355, valid_loss = -89.761, time = 1.098, learning_rate=0.0001000000
5280/500000, loss = -97.104, regloss = -111.02665, valid_loss = -104.307, time = 1.100, learning_rate=0.0001000000
5300/500000, loss = -106.021, regloss = -109.20489, valid_loss = -107.471, time = 1.123, learning_rate=0.0001000000
5320/500000, loss = -118.701, regloss = -110.08374, valid_loss = -119.466, time = 1.091, learning_rate=0.0001000000
5340/500000, loss = -109.242, regloss = -110.27157, valid_loss = -99.837, time = 1.108, learning_rate=0.0001000000
5360/500000, loss = -114.048, regloss = -110.35048, valid_loss = -117.408, time = 1.096, learning_rate=0.0001000000
5380/500000, loss = -91.933, regloss = -109.49985, valid_loss = -106.485, time = 1.101, learning_rate=0.0001000000
5400/500000, loss = -105.023, regloss = -108.09365, valid_loss = -103.538, time = 1.091, learning_rate=0.0001000000
5420/500000, loss = -102.567, regloss = -107.88213, valid_loss = -103.917, time = 1.100, learning_rate=0.0001000000
5440/500000, loss = -117.651, regloss = -108.32392, valid_loss = -111.116, time = 1.091, learning_rate=0.0001000000
5460/500000, loss = -120.177, regloss = -109.37204, valid_loss = -115.775, time = 1.108, learning_rate=0.0001000000
5480/500000, loss = -119.202, regloss = -111.04885, valid_loss = -125.305, time = 1.115, learning_rate=0.0001000000
5500/500000, loss = -117.462, regloss = -111.44229, valid_loss = -117.150, time = 1.120, learning_rate=0.0001000000
5520/500000, loss = -114.715, regloss = -111.89545, valid_loss = -113.551, time = 1.107, learning_rate=0.0001000000
5540/500000, loss = -109.796, regloss = -112.78521, valid_loss = -112.279, time = 1.103, learning_rate=0.0001000000
5560/500000, loss = -117.882, regloss = -113.20155, valid_loss = -112.929, time = 1.107, learning_rate=0.0001000000
5580/500000, loss = -113.370, regloss = -113.90756, valid_loss = -119.305, time = 1.093, learning_rate=0.0001000000
5600/500000, loss = -118.630, regloss = -114.40695, valid_loss = -116.700, time = 1.101, learning_rate=0.0001000000
5620/500000, loss = -110.840, regloss = -113.11932, valid_loss = -77.468, time = 1.098, learning_rate=0.0001000000
5640/500000, loss = -112.720, regloss = -111.56072, valid_loss = -108.956, time = 1.100, learning_rate=0.0001000000
5660/500000, loss = -116.456, regloss = -111.83812, valid_loss = -120.343, time = 1.119, learning_rate=0.0001000000
5680/500000, loss = -124.267, regloss = -113.03143, valid_loss = -122.309, time = 1.098, learning_rate=0.0001000000
5700/500000, loss = -118.329, regloss = -113.99225, valid_loss = -119.895, time = 1.117, learning_rate=0.0001000000
5720/500000, loss = -122.276, regloss = -114.65350, valid_loss = -117.899, time = 1.128, learning_rate=0.0001000000
5740/500000, loss = -122.296, regloss = -116.12194, valid_loss = -128.406, time = 1.087, learning_rate=0.0001000000
5760/500000, loss = -117.721, regloss = -116.47593, valid_loss = -120.242, time = 1.115, learning_rate=0.0001000000
5780/500000, loss = -102.045, regloss = -117.31621, valid_loss = -118.447, time = 1.112, learning_rate=0.0001000000
5800/500000, loss = -84.878, regloss = -116.05262, valid_loss = -89.795, time = 1.106, learning_rate=0.0001000000
5820/500000, loss = -114.850, regloss = -114.80395, valid_loss = -118.378, time = 1.099, learning_rate=0.0001000000
5840/500000, loss = -122.550, regloss = -115.45154, valid_loss = -120.072, time = 1.122, learning_rate=0.0001000000
5860/500000, loss = -116.804, regloss = -116.24549, valid_loss = -122.565, time = 1.087, learning_rate=0.0001000000
5880/500000, loss = -128.493, regloss = -117.80627, valid_loss = -126.565, time = 1.104, learning_rate=0.0001000000
5900/500000, loss = -113.416, regloss = -117.02440, valid_loss = -118.708, time = 1.099, learning_rate=0.0001000000
5920/500000, loss = -124.986, regloss = -118.06036, valid_loss = -122.459, time = 1.126, learning_rate=0.0001000000
5940/500000, loss = -114.195, regloss = -118.14172, valid_loss = -121.265, time = 1.108, learning_rate=0.0001000000
5960/500000, loss = -121.636, regloss = -118.27868, valid_loss = -118.671, time = 1.120, learning_rate=0.0001000000
5980/500000, loss = -121.177, regloss = -119.32363, valid_loss = -128.143, time = 1.092, learning_rate=0.0001000000
6000/500000, loss = -123.315, regloss = -118.89231, valid_loss = -120.993, time = 1.115, learning_rate=0.0001000000
6020/500000, loss = -120.283, regloss = -120.02862, valid_loss = -129.233, time = 1.105, learning_rate=0.0001000000
6040/500000, loss = -122.745, regloss = -120.02420, valid_loss = -124.485, time = 1.094, learning_rate=0.0001000000
6060/500000, loss = -123.662, regloss = -120.22248, valid_loss = -124.135, time = 1.098, learning_rate=0.0001000000
6080/500000, loss = -121.879, regloss = -120.40546, valid_loss = -126.321, time = 1.112, learning_rate=0.0001000000
6100/500000, loss = -126.477, regloss = -120.77485, valid_loss = -122.899, time = 1.102, learning_rate=0.0001000000
6120/500000, loss = -124.032, regloss = -119.98101, valid_loss = -115.600, time = 1.131, learning_rate=0.0001000000
6140/500000, loss = -126.392, regloss = -120.56600, valid_loss = -124.950, time = 1.095, learning_rate=0.0001000000
6160/500000, loss = -121.856, regloss = -121.35032, valid_loss = -126.702, time = 1.106, learning_rate=0.0001000000
6180/500000, loss = -122.312, regloss = -122.33012, valid_loss = -128.183, time = 1.097, learning_rate=0.0001000000
6200/500000, loss = -123.304, regloss = -122.67930, valid_loss = -123.952, time = 1.114, learning_rate=0.0001000000
6220/500000, loss = -126.714, regloss = -123.21606, valid_loss = -128.574, time = 1.116, learning_rate=0.0001000000
6240/500000, loss = -123.532, regloss = -123.29036, valid_loss = -124.239, time = 1.089, learning_rate=0.0001000000
6260/500000, loss = -111.167, regloss = -123.39707, valid_loss = -120.578, time = 1.100, learning_rate=0.0001000000
6280/500000, loss = -121.440, regloss = -122.80228, valid_loss = -120.131, time = 1.090, learning_rate=0.0001000000
6300/500000, loss = -122.977, regloss = -122.94273, valid_loss = -127.009, time = 1.100, learning_rate=0.0001000000
6320/500000, loss = -128.459, regloss = -123.05788, valid_loss = -124.813, time = 1.100, learning_rate=0.0001000000
6340/500000, loss = -120.148, regloss = -122.88797, valid_loss = -126.610, time = 1.070, learning_rate=0.0001000000
6360/500000, loss = -113.602, regloss = -123.67270, valid_loss = -130.216, time = 1.109, learning_rate=0.0001000000
6380/500000, loss = -114.873, regloss = -121.08877, valid_loss = -110.994, time = 1.101, learning_rate=0.0001000000
6400/500000, loss = -117.995, regloss = -119.99583, valid_loss = -121.177, time = 1.125, learning_rate=0.0001000000
6420/500000, loss = -120.119, regloss = -120.05246, valid_loss = -112.251, time = 1.094, learning_rate=0.0001000000
6440/500000, loss = -105.490, regloss = -119.84641, valid_loss = -120.259, time = 1.098, learning_rate=0.0001000000
6460/500000, loss = -115.210, regloss = -119.73467, valid_loss = -113.299, time = 1.103, learning_rate=0.0001000000
6480/500000, loss = -124.838, regloss = -119.86978, valid_loss = -124.061, time = 1.115, learning_rate=0.0001000000
6500/500000, loss = -125.500, regloss = -120.35404, valid_loss = -126.048, time = 1.126, learning_rate=0.0001000000
6520/500000, loss = -124.327, regloss = -120.92560, valid_loss = -129.054, time = 1.109, learning_rate=0.0001000000
6540/500000, loss = -125.526, regloss = -121.14623, valid_loss = -121.782, time = 1.072, learning_rate=0.0001000000
6560/500000, loss = -115.492, regloss = -121.43659, valid_loss = -122.448, time = 1.087, learning_rate=0.0001000000
6580/500000, loss = -105.186, regloss = -120.82534, valid_loss = -125.484, time = 1.087, learning_rate=0.0001000000
6600/500000, loss = -99.081, regloss = -116.06589, valid_loss = -104.339, time = 1.095, learning_rate=0.0001000000
6620/500000, loss = -116.818, regloss = -115.01975, valid_loss = -110.214, time = 1.080, learning_rate=0.0001000000
6640/500000, loss = -119.167, regloss = -114.98654, valid_loss = -122.582, time = 1.101, learning_rate=0.0001000000
6660/500000, loss = -127.827, regloss = -115.95232, valid_loss = -119.433, time = 1.098, learning_rate=0.0001000000
